Date,Open,High,Low,Close,Volume,TradingValue,UpLimit,UnderLimit
2024-09-12,947,1017,941,986,3712700,3671172800,0,0
2024-09-13,965,983,925,955,1982400,1891485400,0,0
2024-09-17,950,1003,940,982,2187000,2131442400,0,0
2024-09-18,1002,1039,946,965,2203400,2189647200,0,0
2024-09-19,974,1072,971,1041,3678600,3824192700,0,0
2024-09-20,1040,1060,1014,1032,1666700,1729029300,0,0
2024-09-24,1060,1141,1049,1120,5496300,6121635600,0,0
2024-09-25,1122,1180,1085,1092,2864600,3211059000,0,0
2024-09-26,1111,1160,1090,1134,3617900,4075140800,0,0
2024-09-27,1185,1368,1170,1326,13377100,17110764000,0,0
2024-09-30,1150,1185,1068,1080,5578200,6207917400,0,0
2024-10-01,1106,1206,1088,1164,5283800,6111978500,0,0
2024-10-02,1134,1162,1096,1117,2532100,2855493100,0,0
2024-10-03,1175,1266,1118,1208,6450300,7752141100,0,0
2024-10-04,1200,1235,1156,1169,4216400,5006410900,0,0
2024-10-07,1199,1267,1184,1190,4115200,5013356500,0,0
2024-10-08,1192,1246,1168,1205,3860500,4673764700,0,0
2024-10-09,1200,1206,1135,1147,2257200,2632327500,0,0
2024-10-10,1117,1164,1111,1116,1718300,1944155600,0,0
2024-10-11,1107,1136,1101,1112,1152500,1284732500,0,0
2024-10-15,1111,1153,1077,1146,1519900,1705904300,0,0
2024-10-16,1116,1165,1112,1122,1261300,1426294900,0,0
2024-10-17,1140,1190,1100,1116,2239900,2574700700,0,0
2024-10-18,1131,1135,1050,1066,1474300,1598103700,0,0
2024-10-21,1059,1076,1046,1063,612800,649446300,0,0
2024-10-22,1046,1054,1002,1023,991200,1011234700,0,0
2024-10-23,1021,1027,992,999,801600,806248800,0,0
2024-10-24,994,1013,970,998,862900,857071000,0,0
2024-10-25,989,1019,972,974,724400,714959000,0,0
2024-10-28,971,1016,961,991,685300,681222100,0,0
2024-10-29,1000,1018,984,1007,947600,948965200,0,0
2024-10-30,1034,1066,1013,1022,1368300,1420747900,0,0
2024-10-31,1031,1044,1000,1010,770000,781215300,0,0
2024-11-01,999,1109,993,1085,1954300,2082803100,0,0
2024-11-05,1052,1085,1040,1066,785700,834082400,0,0
2024-11-06,1060,1070,1012,1016,1136200,1168911900,0,0
2024-11-07,1030,1058,1014,1052,1139500,1184949500,0,0
2024-11-08,1054,1077,1034,1040,741200,781920900,0,0
2024-11-11,1053,1115,1040,1115,1191600,1295241100,0,0
2024-11-12,1115,1135,1046,1058,1109000,1205419700,0,0
2024-11-13,1050,1058,980,988,1496800,1505320100,0,0
2024-11-14,1003,1006,978,989,584400,578252200,0,0
2024-11-15,1000,1028,982,1013,522400,526727800,0,0
2024-11-18,996,1023,986,1011,364100,366572400,0,0
2024-11-19,1003,1023,998,998,424900,428495100,0,0
2024-11-20,1005,1014,968,969,804700,789137600,0,0
2024-11-21,971,973,928,944,958500,904301800,0,0
2024-11-22,953,962,922,928,672400,627421800,0,0
2024-11-25,933,952,925,941,1538700,1446031700,0,0
2024-11-26,950,957,896,899,870900,792517200,0,0
2024-11-27,897,900,858,863,934100,811694900,0,0
2024-11-28,854,881,839,852,869100,739941900,0,0
2024-11-29,841,878,837,872,895200,772097700,0,0
2024-12-02,845,845,787,803,1975500,1594444800,0,0
2024-12-03,805,812,790,796,997600,795632500,0,0
2024-12-04,781,781,748,764,1608700,1230363700,0,0
2024-12-05,749,762,741,744,1031900,773326100,0,0
2024-12-06,735,771,728,753,1061000,795548400,0,0
2024-12-09,754,800,750,794,1140000,890815100,0,0
2024-12-10,805,888,799,824,3552100,3005970100,0,0
2024-12-11,841,845,794,828,1184300,965891900,0,0
2024-12-12,845,846,807,830,1155500,955153500,0,0
2024-12-13,855,855,796,819,1560400,1280560700,0,0
2024-12-16,714,804,692,774,2329400,1758142900,0,0
2024-12-17,770,804,758,768,1458400,1135456200,0,0
2024-12-18,768,793,761,783,1352700,1052705500,0,0
2024-12-19,800,813,759,787,1796800,1401759900,0,0
2024-12-20,792,861,790,840,2224100,1860428500,0,0
2024-12-23,847,857,795,800,924800,757890900,0,0
2024-12-24,805,827,784,805,1011800,820769200,0,0
2024-12-25,806,825,798,823,794700,644256700,0,0
2024-12-26,822,852,809,809,729200,604153800,0,0
2024-12-27,809,816,795,795,538500,433657600,0,0
2024-12-30,801,815,790,791,605800,484493000,0,0
2025-01-06,802,835,792,793,831800,673067200,0,0
2025-01-07,793,800,777,789,681300,534544700,0,0
2025-01-08,784,825,768,812,1114300,886086700,0,0
2025-01-09,800,800,752,770,1204300,922642000,0,0
2025-01-10,750,773,742,756,755900,570800000,0,0
2025-01-14,771,781,731,731,999400,750623400,0,0
2025-01-15,719,728,704,708,942000,670740300,0,0
2025-01-16,715,728,692,694,830800,583165900,0,0
2025-01-17,594,600,594,594,4223900,2509761200,0,1
2025-01-20,620,623,594,603,6591400,4015998900,0,0
2025-01-21,653,670,613,635,8338000,5331281100,0,0
2025-01-22,655,692,630,674,8707500,5787876700,0,0
2025-01-23,680,699,643,655,3858300,2559740800,0,0
2025-01-24,655,674,630,640,3092400,2010416600,0,0
2025-01-27,656,673,606,608,3049400,1937007600,0,0
2025-01-28,600,607,573,585,3000500,1759307300,0,0
2025-01-29,599,620,585,590,2072300,1242528100,0,0
2025-01-30,585,616,578,605,1518800,910889400,0,0
2025-01-31,601,622,589,606,1281800,774120600,0,0
2025-02-03,596,614,571,603,1805600,1062738900,0,0
2025-02-04,597,604,581,581,1566600,926008700,0,0
2025-02-05,581,590,567,569,1562400,898580800,0,0
2025-02-06,570,669,568,669,7205200,4621546500,1,0
2025-02-07,679,718,643,694,14822100,10108490000,0,0
2025-02-10,644,678,611,646,5144300,3326627800,0,0
2025-02-12,686,746,686,746,4503800,3319569800,1,0
2025-02-13,761,796,756,776,9817000,7615170500,0,0
2025-02-14,784,787,739,767,3114100,2374968100,0,0
2025-02-17,765,766,719,729,2510300,1848644300,0,0
2025-02-18,735,752,723,735,1437100,1060664300,0,0
2025-02-19,726,750,688,706,2700400,1925254600,0,0
2025-02-20,706,720,698,708,1162600,823201700,0,0
2025-02-21,697,724,696,719,1096200,780477700,0,0
2025-02-25,690,721,686,705,1185900,836052200,0,0
2025-02-26,734,734,671,695,2813800,1950886300,0,0
2025-02-27,780,795,778,795,1069500,841057400,1,0
2025-02-28,843,869,763,832,21102800,17172011100,0,0
2025-03-03,860,860,774,780,9651800,7745987400,0,0
2025-03-04,766,799,738,778,5093600,3907150500,0,0
2025-03-05,767,795,746,783,3293300,2559723000,0,0
2025-03-06,793,801,761,798,2959900,2324368500,0,0
2025-03-07,785,804,746,747,2853400,2198266200,0,0
2025-03-10,740,746,718,735,2128900,1559039200,0,0
2025-03-11,713,783,678,689,13599600,9663619200,0,0
2025-03-12,705,789,688,789,10137700,7710701400,1,0
2025-03-13,788,824,779,806,10538000,8444040200,0,0
2025-03-14,806,823,770,821,6377100,5137015900,0,0
2025-03-17,820,863,780,840,12749400,10590493600,0,0
2025-03-18,841,846,797,802,4813500,3916003500,0,0
2025-03-19,801,814,781,801,2878500,2293069700,0,0
2025-03-21,796,810,776,776,2424600,1914689400,0,0
2025-03-24,785,814,772,777,3691200,2924200100,0,0
2025-03-25,795,797,756,760,3201700,2480831200,0,0
2025-03-26,763,767,745,753,1681900,1267953800,0,0
2025-03-27,746,752,726,730,1845000,1360871700,0,0
2025-03-28,734,742,716,720,1656000,1203795000,0,0
2025-03-31,712,733,700,714,2454700,1752019300,0,0
2025-04-01,711,712,670,673,2711100,1865733700,0,0
2025-04-02,693,699,657,683,3942500,2664809500,0,0
2025-04-03,643,676,640,648,5153200,3362798300,0,0
2025-04-04,640,645,593,623,4270700,2624678500,0,0
2025-04-07,560,564,523,523,4590500,2482936900,0,1
2025-04-08,563,615,560,598,3109700,1845770800,0,0
2025-04-09,625,635,584,624,7804300,4755436500,0,0
2025-04-10,694,694,647,691,4654500,3130849600,0,0
2025-04-11,670,739,669,734,4277100,3001633700,0,0
2025-04-14,730,752,710,715,3657100,2680592500,0,0
2025-04-15,724,755,710,721,4138800,3023980700,0,0
2025-04-16,723,739,703,731,2874200,2078691300,0,0
2025-04-17,736,783,732,773,4452700,3391616100,0,0
2025-04-18,773,785,761,770,2426000,1878290100,0,0
2025-04-21,762,786,748,765,2271300,1732269300,0,0
2025-04-22,740,754,682,692,5973200,4231080400,0,0
2025-04-23,709,710,672,687,3239500,2234017000,0,0
2025-04-24,697,727,695,723,3190700,2268996100,0,0
2025-04-25,734,784,725,773,4929700,3766390600,0,0
2025-04-28,780,802,773,778,4588400,3615477600,0,0
2025-04-30,763,784,749,772,2583800,1978670500,0,0
2025-05-01,768,829,765,820,3994700,3239583400,0,0
2025-05-02,800,805,772,789,3412200,2693451400,0,0
2025-05-07,777,783,738,738,2866700,2159250200,0,0
2025-05-08,739,740,723,733,1440900,1051200100,0,0
2025-05-09,718,752,701,724,4534300,3300382400,0,0
2025-05-12,735,775,735,748,3114400,2348006600,0,0
2025-05-13,767,774,738,739,2119300,1597589400,0,0
2025-05-14,750,767,735,755,2035400,1529609600,0,0
2025-05-15,740,784,740,784,2155900,1642698400,0,0
2025-05-16,784,784,751,751,2407300,1833227900,0,0
2025-05-19,730,739,713,722,3714700,2685942000,0,0
2025-05-20,742,745,712,717,3828900,2761551100,0,0
2025-05-21,719,723,698,707,3090200,2183816800,0,0
2025-05-22,698,700,663,665,4857000,3278482200,0,0
2025-05-23,671,680,661,679,3101700,2080296600,0,0
2025-05-26,684,688,672,675,2263300,1535936900,0,0
2025-05-27,681,696,668,692,2925600,1992965500,0,0
2025-05-28,698,724,690,695,4390200,3094232700,0,0
2025-05-29,701,701,668,670,2922100,1982558700,0,0
2025-05-30,666,701,666,672,3636300,2479233500,0,0
2025-06-02,673,684,650,653,2636200,1745391900,0,0
2025-06-03,654,703,651,698,3727000,2553869100,0,0
2025-06-04,709,724,697,697,3234300,2297310800,0,0
2025-06-05,707,728,696,710,4907100,3516819900,0,0
2025-06-06,685,698,668,683,4315600,2942414600,0,0
2025-06-09,693,694,674,684,1458500,994702000,0,0
2025-06-10,694,735,688,718,7559900,5423304500,0,0
2025-06-11,726,729,703,711,2745700,1961419800,0,0
2025-06-12,712,733,705,713,2897900,2079396500,0,0
2025-06-13,710,724,691,692,3396400,2388343300,0,0
2025-06-16,724,777,718,744,11744700,8731029900,0,0
2025-06-17,770,773,727,751,6619100,4945128100,0,0
2025-06-18,746,755,721,722,3513300,2570931300,0,0
2025-06-19,717,717,687,687,3517800,2465058600,0,0
2025-06-20,687,710,673,695,3896700,2697213100,0,0
2025-06-23,690,720,671,701,2955500,2065923500,0,0
2025-06-24,702,704,680,680,2171900,1495852100,0,0
2025-06-25,689,690,665,665,2204400,1478481000,0,0
2025-06-26,667,714,667,696,4053700,2827090800,0,0
2025-06-27,710,719,689,694,2060700,1450589400,0,0
2025-06-30,699,709,693,699,1411300,989157100,0,0
2025-07-01,694,705,672,673,2235300,1527156200,0,0
2025-07-02,665,691,648,658,8701200,5822200800,0,0
2025-07-03,664,679,655,659,2845100,1893089500,0,0
2025-07-04,666,667,644,647,2580400,1685374600,0,0
2025-07-07,646,649,636,641,1300700,836155500,0,0
2025-07-08,641,673,641,669,2352100,1556585400,0,0
2025-07-09,670,671,656,659,1076200,710472500,0,0
2025-07-10,661,673,651,673,1257800,833254600,0,0
2025-07-11,673,676,663,676,1282700,860190400,0,0
2025-07-14,696,715,679,679,4348100,3034645400,0,0
2025-07-15,688,698,654,657,3102400,2070446800,0,0
2025-07-16,658,661,649,649,2002900,1306513900,0,0
2025-07-17,649,664,643,661,1630300,1067772000,0,0
2025-07-18,665,689,661,673,3499600,2367863300,0,0
2025-07-22,683,718,677,685,3955100,2759410600,0,0
2025-07-23,705,755,704,749,10695600,7851782600,0,0
2025-07-24,739,745,722,738,3722900,2730024400,0,0
2025-07-25,731,762,722,758,3995700,2969939900,0,0
2025-07-28,758,762,725,734,3091300,2278560900,0,0
2025-07-29,721,730,687,691,4855100,3413431900,0,0
2025-07-30,700,703,687,693,2067400,1435486600,0,0
2025-07-31,693,699,687,691,1615100,1117599800,0,0
2025-08-01,686,693,683,690,1113500,766650700,0,0
2025-08-04,670,680,665,676,2797200,1875081800,0,0
2025-08-05,678,680,668,672,1558300,1048591800,0,0
2025-08-06,668,676,663,671,1497000,999836100,0,0
2025-08-07,666,681,663,678,1487700,999033100,0,0
2025-08-08,680,685,674,676,1150200,780920600,0,0
2025-08-12,678,687,674,684,1043000,709265800,0,0
2025-08-13,680,691,673,674,1605900,1093011900,0,0
2025-08-14,682,688,674,687,1201200,819564000,0,0
2025-08-15,690,700,681,688,1896200,1311700200,0,0
2025-08-18,692,721,685,708,2555700,1809109200,0,0
2025-08-19,704,705,677,682,2727100,1872103500,0,0
2025-08-20,679,682,668,669,1911900,1285991600,0,0
2025-08-21,673,674,663,664,1828300,1220557900,0,0
2025-08-22,665,676,661,663,1496600,998838300,0,0
2025-08-25,671,673,666,672,1063800,712963100,0,0
2025-08-26,670,685,669,680,2027900,1374392200,0,0
2025-08-27,679,679,663,670,1736800,1163109200,0,0
2025-08-28,668,673,663,668,1365700,909762500,0,0
2025-08-29,668,675,664,670,1008900,677310900,0,0
2025-09-01,670,699,664,682,3111600,2128296900,0,0
2025-09-02,698,724,696,703,3792700,2678138400,0,0
2025-09-03,711,714,673,680,3059300,2102486900,0,0
2025-09-04,678,678,665,667,2318100,1552635800,0,0
2025-09-05,669,689,657,683,4011900,2690652300,0,0
2025-09-08,710,719,690,695,6729000,4721589700,0,0
2025-09-09,704,714,685,695,3308500,2312275500,0,0
2025-09-10,690,699,681,699,2002200,1384256500,0,0
2025-09-11,699,702,675,684,3594100,2474752600,0,0
2025-09-12,694,701,682,688,2566600,1773945600,0,0
2025-09-16,718,737,701,708,8347800,5989625700,0,0
2025-09-17,704,706,680,688,2942700,2032554100,0,0
2025-09-18,687,697,663,668,4784700,3216911700,0,0
2025-09-19,674,700,665,695,6523600,4472530100,0,0
2025-09-22,697,697,667,670,4371800,2957219800,0,0
2025-09-24,671,672,657,662,3234600,2144268200,0,0
2025-09-25,669,687,666,682,4228900,2863963100,0,0
2025-09-26,687,698,675,689,3523200,2428327800,0,0
2025-09-29,696,700,686,692,1826600,1263340700,0,0
2025-09-30,696,702,667,668,3402900,2299728700,0,0
2025-10-01,674,690,669,673,3104700,2107474400,0,0
2025-10-02,679,682,671,673,1496300,1012168300,0,0
2025-10-03,670,673,656,664,3376300,2244223000,0,0
2025-10-06,750,764,743,764,12239300,9275037500,1,0
2025-10-07,770,823,738,817,17321900,13529019900,0,0
2025-10-08,787,828,769,825,8635700,6965422900,0,0
2025-10-09,851,958,846,911,22069600,20180011000,0,0
2025-10-10,901,906,831,840,12150700,10592720900,0,0
2025-10-14,808,813,738,752,10215200,7864824200,0,0
2025-10-15,767,899,756,870,18612600,15783246600,0,0
2025-10-16,900,920,855,883,13803200,12149573100,0,0
2025-10-17,845,861,820,836,6292500,5270717100,0,0
2025-10-20,890,926,861,916,13629400,12281750600,0,0
2025-10-21,911,915,815,835,16108700,13836833500,0,0
2025-10-22,830,845,820,830,6588200,5479839900,0,0
2025-10-23,800,804,782,785,5480500,4343166200,0,0
2025-10-24,811,832,794,805,7088600,5763702400,0,0
2025-10-27,838,854,823,835,5706200,4784664100,0,0
2025-10-28,831,838,795,800,5454100,4438167600,0,0
2025-10-29,809,809,728,730,7869600,5951605400,0,0
2025-10-30,723,767,720,765,4088700,3072782800,0,0
2025-10-31,765,777,736,741,2529600,1899159300,0,0
2025-11-04,756,765,740,750,2419400,1818100200,0,0
2025-11-05,726,740,698,728,4540400,3251870900,0,0
2025-11-06,743,766,741,746,2936700,2209707000,0,0
2025-11-07,745,752,722,737,2094900,1537776100,0,0
2025-11-10,752,764,742,750,2069400,1560950200,0,0
2025-11-11,760,760,740,750,1232900,924026800,0,0
2025-11-12,743,757,733,757,1685700,1258651200,0,0
2025-11-13,751,757,735,742,1497700,1112464400,0,0
2025-11-14,729,737,726,732,1964900,1436362000,0,0
2025-11-17,730,730,702,706,2735800,1943597600,0,0
2025-11-18,698,703,674,678,3281400,2250556700,0,0
2025-11-19,684,687,660,665,2605100,1741708800,0,0
2025-11-20,678,700,672,694,2476300,1699365500,0,0
2025-11-21,671,691,670,680,1597800,1086651000,0,0
2025-11-25,689,689,661,669,2050900,1375829100,0,0
2025-11-26,673,684,667,676,1612000,1090045800,0,0
2025-11-27,694,707,688,688,1699600,1180806800,0,0
2025-11-28,689,703,687,699,1272000,883282200,0,0
2025-12-01,700,706,668,668,2201800,1493461500,0,0
2025-12-02,669,672,650,650,3250800,2145085800,0,0
2025-12-03,653,660,645,646,1666700,1081221100,0,0
2025-12-04,645,653,637,649,1435500,927361500,0,0
2025-12-05,653,661,648,655,1312200,860756700,0,0
2025-12-08,658,661,648,652,1147800,752291000,0,0
2025-12-09,658,661,643,647,1379100,898343500,0,0
2025-12-10,646,653,641,646,1187800,766564400,0,0
2025-12-11,656,658,640,644,1689300,1092469500,0,0
2025-12-12,640,645,631,634,2138200,1366051600,0,0
2025-12-15,616,638,612,636,2827600,1765426400,0,0
2025-12-16,630,632,604,605,2768200,1696822800,0,0
2025-12-17,606,609,580,592,3343000,1967508500,0,0
2025-12-18,582,587,575,584,1872400,1086686500,0,0
2025-12-19,590,623,585,615,2041600,1241805000,0,0
2025-12-22,629,649,626,646,2731500,1745262600,0,0
2025-12-23,638,669,636,650,2384600,1552680400,0,0
2025-12-24,660,692,656,677,3038000,2055070000,0,0
2025-12-25,677,677,652,659,1863900,1231230300,0,0
2025-12-26,659,668,655,662,1302900,861348700,0,0
2025-12-29,665,685,652,664,1428300,954952000,0,0
2025-12-30,668,669,653,658,1068800,703008400,0,0
2026-01-05,674,707,670,691,3627800,2491884800,0,0
2026-01-06,712,732,702,727,4098900,2942492700,0,0
2026-01-07,739,744,695,703,3139500,2236193000,0,0
2026-01-08,704,728,697,718,2108500,1509853700,0,0
2026-01-09,797,812,756,769,13758700,10692999400,0,0
2026-01-13,825,870,810,839,12960900,10945598700,0,0
2026-01-14,810,820,783,794,5693500,4537202000,0,0
2026-01-15,784,835,783,829,4413000,3609348000,0,0
2026-01-16,903,963,894,929,14002200,12908131100,0,0
2026-01-19,905,1070,882,1028,20724400,20933006300,0,0
2026-01-20,1002,1016,940,976,11581400,11271687200,0,0
2026-01-21,916,972,910,941,7863200,7341510500,0,0
2026-01-22,951,966,910,921,4986700,4654348500,0,0
2026-01-23,915,975,911,942,6034900,5717821000,0,0
2026-01-26,933,979,923,956,5387400,5154252100,0,0
2026-01-27,965,1011,950,1005,5824000,5700641600,0,0
2026-01-28,1006,1030,971,1007,5456200,5462780800,0,0
2026-01-29,1035,1098,1015,1085,11549700,12299137300,0,0
2026-01-30,1060,1117,1051,1084,7602600,8245779500,0,0
2026-02-02,1105,1140,1076,1084,8401300,9302936400,0,0
2026-02-03,1099,1118,1028,1112,6028400,6503960600,0,0
2026-02-04,1109,1169,1087,1157,6905600,7741522300,0,0
2026-02-05,1081,1140,1030,1039,10147500,10930451400,0,0
2026-02-06,1034,1146,993,1143,8875900,9644750000,0,0
2026-02-09,1194,1194,1091,1100,10174900,11486853200,0,0
2026-02-10,1101,1133,1086,1121,6142600,6824309900,0,0
2026-02-12,1100,1108,1038,1045,5056400,5428093500,0,0
2026-02-13,1032,1066,1000,1026,5550400,5713859900,0,0
