DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-04-20,13:00:00,3861,,,,,,,,
2021-05-13,13:00:00,3861,49635000000,50.13,758.28,,0.379,127107000000,-91559000000,19932000000
2021-08-03,13:00:00,3861,20610000000,20.81,783.63,14.0,0.386,,,
2021-11-02,13:00:00,3861,45582000000,46.02,811.26,14.0,0.396,,,
2022-02-04,13:00:00,3861,66645000000,67.29,824.29,14.0,0.397,,,
2022-05-13,13:00:00,3861,87509000000,88.35,859.29,,0.414,143587000000,-92567000000,-136002000000
2022-08-02,13:00:00,3861,23285000000,23.51,906.62,16.0,0.415,,,
2022-11-08,13:00:00,3861,37927000000,38.28,960.9,16.0,0.418,,,
2023-02-03,13:00:00,3861,39104000000,39.46,981.2,16.0,0.41,,,
2023-04-28,13:00:00,3861,,,,,,,,
2023-05-12,13:00:00,3861,56483000000,57.0,945.27,,0.408,18262000000,-123274000000,101787000000
2023-08-07,13:00:00,3861,17599000000,17.76,967.82,16.0,0.414,,,
2023-11-07,13:00:00,3861,31641000000,31.92,1030.04,16.0,0.423,,,
2024-02-05,13:00:00,3861,42330000000,42.7,1050.39,16.0,0.427,,,
2024-04-26,13:00:00,3861,,,,,,,,
2024-05-14,13:00:00,3861,50812000000,51.31,1083.06,,0.437,202897000000,-118003000000,-84899000000
2024-08-02,13:00:00,3861,17719000000,18.0,1128.96,24.0,0.412,,,
2024-11-07,13:00:00,3861,24227000000,24.61,1181.81,24.0,0.427,,,
2025-02-10,13:00:00,3861,50292000000,51.2,1123.28,24.0,0.415,,,
2025-05-13,13:00:00,3861,46171000000,47.34,1177.99,,0.418,94420000000,-154911000000,60969000000
2025-07-29,15:30:00,3861,,,,,,,,
2025-08-04,13:00:00,3861,-5157000000,-5.57,1126.67,36.0,0.4,,,
2025-10-30,15:30:00,3861,,,,,,,,
2025-11-07,13:00:00,3861,10920000000,11.85,1132.16,36.0,0.402,,,
2025-11-07,13:00:00,3861,,,,,,,,
2026-02-06,13:00:00,3861,30999000000,33.81,1164.1,36.0,0.398,,,
