DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-04-28,15:00:00,2264,,,,,,,,
2021-04-28,15:00:00,2264,,,,70.0,,,,
2021-05-13,14:00:00,2264,18741000000,378.73,4028.36,,0.44,38544000000,-25305000000,-2627000000
2021-08-12,14:00:00,2264,9264000000,187.19,,70.0,0.452,,,
2021-11-11,14:00:00,2264,17242000000,348.37,,80.0,0.464,,,
2022-02-09,14:00:00,2264,21339000000,431.12,,80.0,0.462,,,
2022-02-09,14:00:00,2264,,,,,,,,
2022-05-13,14:00:00,2264,33782000000,687.45,4554.84,,0.449,40268000000,8371000000,-44522000000
2022-08-09,14:00:00,2264,2942000000,65.09,,90.0,0.446,,,
2022-11-10,14:00:00,2264,8478000000,187.55,,90.0,0.462,,,
2023-02-10,14:00:00,2264,12128000000,268.21,,90.0,0.459,,,
2023-05-15,14:00:00,2264,16875000000,373.15,4927.3,,0.459,19382000000,-25463000000,2925000000
2023-08-09,14:00:00,2264,52942000000,1176.8,,90.0,0.5,,,
2023-10-26,15:00:00,2264,,,,100.0,,,,
2023-11-09,14:00:00,2264,59174000000,1327.55,,50.0,0.482,,,
2024-02-09,14:00:00,2264,62798000000,710.69,,60.0,0.485,,,
2024-02-09,14:00:00,2264,,,,60.0,,,,
2024-05-14,14:00:00,2264,61307000000,696.92,3192.33,,0.49,56583000000,25223000000,-38624000000
2024-08-08,14:00:00,2264,5313000000,61.54,,90.0,0.507,,,
2024-11-08,14:00:00,2264,9709000000,113.56,,90.0,0.517,,,
2025-02-12,14:00:00,2264,14740000000,173.74,,90.0,0.504,,,
2025-04-15,12:00:00,2264,,,,,,,,
2025-05-13,14:00:00,2264,5459000000,64.6,3187.41,,0.512,-12456000000,-18786000000,-5028000000
2025-08-08,14:00:00,2264,6911000000,82.9,,93.0,0.481,,,
2025-11-11,14:00:00,2264,14637000000,176.97,,93.0,0.487,,,
2026-02-12,14:00:00,2264,21936000000,266.78,,93.0,0.483,,,
