DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-05-14,16:00:00,4914,7154000000,364.81,5096.68,,0.542,13733000000,-4275000000,-7860000000
2021-08-06,15:00:00,4914,2097000000,106.93,,50.0,0.539,,,
2021-11-08,15:00:00,4914,4437000000,226.13,,50.0,0.551,,,
2022-02-10,15:00:00,4914,6517000000,332.09,,50.0,0.551,,,
2022-04-28,15:00:00,4914,,,,70.0,,,,
2022-05-16,15:00:00,4914,8909000000,453.94,5531.65,,0.552,11568000000,-7258000000,-2364000000
2022-08-08,15:00:00,4914,3202000000,163.12,,50.0,0.555,,,
2022-11-10,15:00:00,4914,5440000000,277.0,,50.0,0.563,,,
2023-02-10,15:00:00,4914,5937000000,302.23,,50.0,0.569,,,
2023-05-15,15:00:00,4914,7393000000,376.59,6178.67,,0.567,5821000000,-3276000000,-2039000000
2023-08-09,15:00:00,4914,1020000000,52.46,,55.0,0.561,,,
2023-11-09,15:00:00,4914,2132000000,109.55,,70.0,0.567,,,
2024-02-09,15:00:00,4914,3243000000,166.63,,70.0,0.562,,,
2024-05-15,16:00:00,4914,2698000000,138.61,6627.13,,0.565,10011000000,-6818000000,-453000000
2024-08-08,15:00:00,4914,3897000000,200.13,,80.0,0.56,,,
2024-11-08,15:30:00,4914,4898000000,251.5,,160.0,0.577,,,
2025-02-13,15:30:00,4914,10562000000,542.15,,240.0,0.579,,,
2025-05-15,16:00:00,4914,13325000000,683.89,7398.65,,0.55,18922000000,-9127000000,6882000000
2025-08-07,15:30:00,4914,2833000000,145.37,,,0.56,,,
2025-11-13,15:30:00,4914,5396000000,55.37,,,0.564,,,
2026-02-13,16:00:00,4914,6751000000,69.26,,,0.546,,,
