DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-04-28,15:00:00,1950,9546000000,155.3,2790.54,,0.646,19570000000,-9402000000,-2742000000
2021-07-30,16:00:00,1950,-1084000000,-17.64,,31.0,0.724,,,
2021-10-29,15:00:00,1950,-1077000000,-17.54,,31.0,0.745,,,
2022-01-31,16:00:00,1950,1051000000,17.1,,31.0,0.73,,,
2022-04-28,15:00:00,1950,5222000000,84.96,2804.02,,0.669,9514000000,-6644000000,-2737000000
2022-07-29,16:00:00,1950,-884000000,-14.39,,34.0,0.732,,,
2022-10-31,16:00:00,1950,-488000000,-7.94,,34.0,0.746,,,
2023-01-31,16:00:00,1950,646000000,10.52,,34.0,0.744,,,
2023-04-28,16:00:00,1950,7171000000,116.66,2883.17,,0.678,13234000000,-12441000000,-2342000000
2023-07-31,15:00:00,1950,-478000000,-7.79,,42.0,0.73,,,
2023-10-31,16:00:00,1950,483000000,7.87,,42.0,0.733,,,
2024-01-31,16:00:00,1950,2518000000,40.96,,42.0,0.721,,,
2024-04-30,16:00:00,1950,10042000000,164.39,3150.54,,0.657,7383000000,-4178000000,-7932000000
2024-07-31,16:00:00,1950,-42000000,-0.72,,50.0,0.711,,,
2024-10-31,16:00:00,1950,284000000,4.83,,50.0,0.719,,,
2025-01-31,16:00:00,1950,2890000000,49.02,,50.0,0.688,,,
2025-02-12,15:30:00,1950,,,,64.0,,,,
2025-04-30,16:00:00,1950,13192000000,223.84,3335.76,,0.66,-4341000000,-5774000000,169000000
2025-07-31,16:00:00,1950,592000000,10.13,,92.0,0.744,,,
2025-10-31,16:00:00,1950,2831000000,48.47,,92.0,0.733,,,
2026-01-30,16:00:00,1950,,,,115.0,,,,
2026-01-30,16:00:00,1950,7928000000,135.74,,115.0,0.681,,,
