DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-05-14,16:00:00,7476,5988000000,320.57,3358.63,,0.665,5381000000,-2116000000,11000000
2021-07-30,16:00:00,7476,1625000000,87.01,,177.0,0.694,,,
2021-10-29,16:00:00,7476,2836000000,151.79,,167.0,0.71,4135493000,-221091000,-2694497000
2021-10-29,16:00:00,7476,,,,167.0,,,,
2021-12-09,12:00:00,7476,,,,,,,,
2022-01-31,16:00:00,7476,4597000000,122.98,,,0.704,,,
2022-03-09,15:00:00,7476,,,,,,,,
2022-05-13,16:00:00,7476,7202000000,192.68,1769.44,,0.687,8840000000,591000000,-5162000000
2022-07-29,16:00:00,7476,1736000000,46.44,,95.0,0.709,,,
2022-10-31,16:00:00,7476,3680000000,98.53,,100.0,0.725,2557118000,-1556416000,-3487525000
2022-10-31,16:00:00,7476,,,,100.0,,,,
2023-01-31,16:00:00,7476,,,,103.0,,,,
2023-01-31,16:00:00,7476,5829000000,156.15,,103.0,0.677,,,
2023-05-12,16:00:00,7476,8112000000,218.9,1767.66,,0.655,6969000000,-367000000,-7283000000
2023-07-31,16:00:00,7476,1766000000,48.81,,101.0,0.676,,,
2023-10-31,16:00:00,7476,3550000000,98.1,,101.0,0.682,3945415000,-1503877000,-3662821000
2023-11-09,15:00:00,7476,,,,112.0,,,,
2024-01-31,16:00:00,7476,5422000000,149.79,,112.0,0.689,,,
2024-05-14,16:00:00,7476,7500000000,103.65,902.99,,0.673,6496000000,-1928000000,-9038000000
2024-07-31,16:00:00,7476,1959000000,27.36,,57.0,0.701,,,
2024-10-31,16:00:00,7476,3822000000,53.37,,57.0,0.72,5196061000,-894329000,-2942372000
2025-01-31,16:00:00,7476,5972000000,83.38,,57.0,0.705,,,
2025-03-11,16:00:00,7476,,,,62.0,,,,
2025-05-14,16:00:00,7476,8229000000,114.89,931.06,,0.665,9311000000,850000000,-659000000
2025-07-31,16:00:00,7476,2279000000,31.81,,63.0,0.697,,,
2025-10-31,16:00:00,7476,4326000000,60.38,,63.0,0.703,4326000000,-840000000,-3658000000
2025-10-31,16:00:00,7476,,,,,,,,
2026-01-30,16:00:00,7476,6715000000,93.78,,63.0,0.684,,,
