DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-04-27,15:00:00,7205,-7489000000,-13.05,965.54,,0.45,108429000000,-56211000000,-38408000000
2021-07-29,15:00:00,7205,6341000000,11.05,,14.0,0.456,,,
2021-10-28,15:00:00,7205,11756000000,20.48,,17.0,0.455,,,
2022-01-31,15:00:00,7205,18836000000,32.81,,17.0,0.439,,,
2022-03-29,18:00:00,7205,,,,,,,,
2022-04-27,15:00:00,7205,-84732000000,-147.61,798.17,,0.364,106711000000,-62181000000,-39147000000
2022-07-28,15:00:00,7205,723000000,1.26,,,0.36,,,
2022-10-27,15:00:00,7205,3478000000,6.06,,,0.361,,,
2023-02-02,15:00:00,7205,-23721000000,-41.32,,0.0,0.334,,,
2023-03-29,16:00:00,7205,,,,,,,,
2023-04-26,15:00:00,7205,-117664000000,-204.98,640.94,,0.27,-40799000000,-60257000000,114208000000
2023-07-27,15:00:00,7205,-16524000000,-28.79,,,0.268,,,
2023-10-27,15:00:00,7205,76000000,0.13,,,0.266,,,
2024-02-01,15:00:00,7205,-10267000000,-17.89,,,0.262,,,
2024-04-25,15:00:00,7205,17087000000,29.77,696.12,,0.277,-110410000000,39244000000,55638000000
2024-05-22,17:00:00,7205,17087000000,29.77,682.98,,0.268,-110410000000,39244000000,55638000000
2024-07-25,17:00:00,7205,-222000000,-0.39,,,0.269,,,
2024-08-01,17:00:00,7205,-222000000,-0.39,,,0.269,,,
2024-10-29,15:00:00,7205,-219598000000,-382.56,,0.0,0.129,,,
2025-01-30,15:00:00,7205,-265366000000,-462.28,,0.0,0.091,,,
2025-02-06,15:00:00,7205,-265366000000,-462.28,,0.0,0.091,,,
2025-04-24,15:00:00,7205,-217753000000,-379.34,310.9,,0.121,1128000000,-4600000000,29738000000
2025-05-16,15:00:00,7205,-212693000000,,,,,1128000000,-4600000000,29738000000
2025-07-30,15:00:00,7205,13554000000,23.61,,,0.146,,,
2025-08-01,15:00:00,7205,13554000000,23.61,,,0.146,,,
2025-11-04,15:00:00,7205,22502000000,39.2,,,0.156,,,
2026-01-29,15:00:00,7205,30580000000,53.27,,,0.158,,,
2026-02-05,15:00:00,7205,30580000000,53.27,,,0.158,,,
