DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-05-12,14:00:00,4403,23302000000,280.49,2448.6,,0.747,30726000000,1894000000,-8042000000
2021-08-04,14:00:00,4403,6431000000,77.86,,80.0,0.758,,,
2021-11-04,14:00:00,4403,13331000000,161.56,,86.0,0.763,,,
2022-02-07,14:00:00,4403,21245000000,257.57,,86.0,0.77,,,
2022-05-11,14:00:00,4403,26690000000,323.77,2690.65,,0.763,27393000000,-8755000000,-15312000000
2022-08-03,14:00:00,4403,9937000000,121.43,,90.0,0.761,,,
2022-11-02,14:00:00,4403,17444000000,213.44,,100.0,0.765,,,
2023-02-08,14:00:00,4403,25851000000,316.68,,104.0,0.772,,,
2023-05-11,14:00:00,4403,33973000000,417.02,2960.56,,0.773,23333000000,-709000000,-16170000000
2023-08-03,14:00:00,4403,9013000000,111.87,,108.0,0.782,,,
2023-11-01,14:00:00,4403,16330000000,202.89,,112.0,0.78,,,
2024-02-07,14:00:00,4403,26011000000,323.56,,112.0,0.785,,,
2024-05-09,14:00:00,4403,33990000000,141.17,1109.01,,0.776,29970000000,-14964000000,-17101000000
2024-08-07,14:00:00,4403,11047000000,46.3,,40.0,0.783,,,
2024-11-07,14:00:00,4403,17016000000,71.39,,42.0,0.784,,,
2025-02-12,14:00:00,4403,27627000000,116.14,,42.0,0.796,,,
2025-05-09,14:00:00,4403,36497000000,153.88,1192.67,,0.78,28975000000,-13749000000,-22015000000
2025-08-06,14:00:00,4403,8610000000,37.0,,48.0,0.75,,,
2025-11-06,14:00:00,4403,15419000000,66.6,,52.0,0.747,,,
2026-02-13,14:00:00,4403,25565000000,110.81,,61.0,0.753,,,
