DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-04-27,15:00:00,6349,,,,,,,,
2021-05-14,15:00:00,6349,-2068000000,-36.99,1746.55,,0.676,8174000000,-2220000000,9288000000
2021-06-11,17:00:00,6349,,,,,,,,
2021-07-30,15:00:00,6349,-92000000,-1.65,,20.0,0.665,,,
2021-10-28,15:00:00,6349,,,,35.0,,,,
2021-10-29,15:00:00,6349,3588000000,64.17,,35.0,0.672,,,
2022-01-27,15:00:00,6349,4364000000,78.1,,35.0,0.666,,,
2022-01-26,15:00:00,6349,,,,,,,,
2022-04-27,15:00:00,6349,,,,,,,,
2022-05-13,15:00:00,6349,6158000000,110.67,1894.34,,0.658,9281000000,-1379000000,-2940000000
2022-07-29,15:00:00,6349,972000000,17.84,,30.0,0.637,,,
2022-10-27,15:00:00,6349,,,,,,,,
2022-10-28,15:00:00,6349,3268000000,59.95,,30.0,0.659,,,
2023-01-31,15:00:00,6349,2839000000,52.08,,40.0,0.652,,,
2023-04-27,15:00:00,6349,,,,,,,,
2023-05-15,15:00:00,6349,5716000000,104.85,1961.88,,0.646,4475000000,-526000000,-4077000000
2023-07-31,15:00:00,6349,15000000,0.28,,30.0,0.64,,,
2023-10-30,15:00:00,6349,1141000000,21.19,,60.0,0.651,,,
2024-01-31,15:00:00,6349,1284000000,23.95,,60.0,0.665,,,
2024-04-25,15:00:00,6349,,,,,,,,
2024-05-14,15:00:00,6349,4641000000,86.79,2157.34,,0.683,-8051000000,483000000,-4874000000
2024-07-30,15:00:00,6349,621000000,11.72,,40.0,0.664,,,
2024-10-31,15:00:00,6349,1005000000,18.95,,50.0,0.667,,,
2025-01-30,15:30:00,6349,2913000000,54.9,,55.0,0.666,,,
2025-04-25,15:30:00,6349,,,,,,,,
2025-04-25,15:30:00,6349,,,,68.0,,,,
2025-05-14,15:30:00,6349,7248000000,136.62,2176.81,,0.668,17018000000,-4781000000,-4310000000
2025-07-29,15:30:00,6349,428000000,8.08,,70.0,0.624,,,
2025-10-29,15:30:00,6349,2357000000,44.43,,70.0,0.628,,,
2026-01-29,15:30:00,6349,5352000000,100.87,,70.0,0.663,,,
