DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-03-19,16:00:00,6965,,,,,,,,
2021-05-12,15:30:00,6965,10784000000,69.66,,40.0,0.811,17944000000,-9944000000,-3014000000
2021-08-05,15:30:00,6965,17881000000,115.5,,40.0,0.798,,,
2021-09-24,16:30:00,6965,,,,48.0,,,,
2021-11-11,15:30:00,6965,25053000000,161.82,1527.65,,0.784,39913000000,-16778000000,-4475000000
2022-02-09,15:30:00,6965,8596000000,55.52,,56.0,0.787,,,
2022-03-25,16:15:00,6965,,,,64.0,,,,
2022-05-12,15:30:00,6965,21341000000,137.83,,64.0,0.785,20420000000,-11073000000,-3697000000
2022-08-10,15:30:00,6965,31672000000,204.56,,64.0,0.776,,,
2022-09-26,08:30:00,6965,,,,72.0,,,,
2022-11-11,15:30:00,6965,41295000000,266.7,1811.98,,0.766,45126000000,-13331000000,-7759000000
2023-02-09,15:30:00,6965,11320000000,73.11,,76.0,0.762,,,
2023-05-11,15:30:00,6965,23749000000,153.37,,76.0,0.781,20211000000,-18960000000,-6887000000
2023-08-09,15:30:00,6965,32471000000,209.7,,76.0,0.784,,,
2023-11-10,16:00:00,6965,42825000000,276.56,2057.75,,0.791,34253000000,-32897000000,-11913000000
2024-02-08,15:30:00,6965,8945000000,57.77,,76.0,0.804,,,
2024-05-09,15:30:00,6965,16771000000,108.3,,76.0,0.816,29272000000,-17754000000,-5367000000
2024-08-08,15:30:00,6965,20411000000,131.8,,76.0,0.772,,,
2024-11-08,16:00:00,6965,25145000000,81.19,1069.64,,0.762,38051000000,-73699000000,12558000000
2025-02-06,15:30:00,6965,4188000000,13.76,,38.0,0.703,,,
2025-05-09,16:30:00,6965,9935000000,32.95,,38.0,0.729,28995000000,-22478000000,-6657000000
2025-08-07,15:30:00,6965,9608000000,31.96,,38.0,0.701,,,
2025-11-07,15:30:00,6965,14203000000,47.32,1076.18,,0.707,37784000000,-42166000000,-2843000000
2026-02-05,15:30:00,6965,2784000000,9.38,,38.0,0.665,,,
