DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-04-05,15:40:00,7630,1736000000,54.39,947.6,,0.731,889000000,-1880000000,-2927000000
2021-06-25,15:30:00,7630,1258000000,39.43,930.76,80.0,0.715,,,
2021-09-27,15:30:00,7630,,,,,,,,
2021-10-06,15:30:00,7630,1520000000,47.63,940.22,80.0,0.712,2472442000,181626000,-1607026000
2021-12-24,15:30:00,7630,2305000000,72.24,926.29,80.0,0.713,,,
2022-04-06,15:30:00,7630,2921000000,91.55,949.02,,0.713,5238000000,-466000000,-3075000000
2022-06-27,15:30:00,7630,434000000,13.63,927.93,80.0,0.721,,,
2022-09-26,15:30:00,7630,,,,,,,,
2022-10-05,15:30:00,7630,1021000000,32.01,954.84,80.0,0.719,1087700000,-416829000,-1474421000
2022-12-26,15:30:00,7630,1737000000,54.42,939.5,80.0,0.719,,,
2023-03-27,15:30:00,7630,,,,,,,,
2023-04-05,15:30:00,7630,2538000000,79.54,957.78,,0.72,3958000000,-932000000,-2969000000
2023-06-26,15:30:00,7630,881000000,27.63,944.78,80.0,0.715,,,
2023-09-25,15:30:00,7630,,,,,,,,
2023-10-06,15:30:00,7630,1418000000,44.45,970.05,80.0,0.707,2753392000,-2227780000,-1661742000
2023-12-25,15:30:00,7630,2438000000,76.42,963.48,80.0,0.712,,,
2024-01-09,15:00:00,7630,,,,,,,,
2024-01-09,19:30:00,7630,,,,80.0,,,,
2024-04-04,15:30:00,7630,2685000000,16.84,193.83,,0.702,6086000000,-4994000000,-3217000000
2024-06-24,16:00:00,7630,848000000,5.32,192.41,16.0,0.717,,,
2024-10-07,15:30:00,7630,1554000000,9.75,198.74,16.0,0.709,1813822000,-1493739000,-1497948000
2024-12-23,15:30:00,7630,2605000000,16.33,194.97,16.0,0.699,,,
2025-04-04,15:30:00,7630,3171000000,19.88,200.88,,0.688,5318000000,-3052000000,-2914000000
2025-06-23,15:30:00,7630,922000000,5.78,197.55,16.0,0.682,,,
2025-10-06,15:30:00,7630,1384000000,8.68,200.67,16.0,0.675,2567000000,-1780000000,-1460000000
2025-12-26,15:30:00,7630,2260000000,14.16,198.44,16.0,0.676,,,
