DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-05-14,16:00:00,2681,-752000000,-17.75,1711.37,,0.428,12428000000,-8225000000,14683000000
2021-08-12,16:00:00,2681,526000000,12.41,,24.0,0.453,,,
2021-11-12,16:00:00,2681,725000000,17.11,,24.0,0.442,-11716000000,-3613000000,3687000000
2022-02-10,16:00:00,2681,4308000000,101.6,,24.0,0.426,,,
2022-05-13,16:00:00,2681,5985000000,141.15,1811.83,,0.441,-5731000000,-6694000000,5595000000
2022-08-10,16:00:00,2681,3034000000,71.56,,24.0,0.449,,,
2022-11-11,15:00:00,2681,4525000000,106.72,,24.0,0.429,2822000000,-3369000000,6362000000
2023-02-10,15:00:00,2681,7232000000,170.53,,24.0,0.409,,,
2023-05-12,15:00:00,2681,5681000000,135.93,1946.46,,0.381,4283000000,-9589000000,3938000000
2023-08-10,15:00:00,2681,4828000000,122.21,,24.0,0.389,,,
2023-11-10,15:00:00,2681,5717000000,144.62,,29.0,0.39,2453000000,-5524000000,3160000000
2024-02-09,15:00:00,2681,9308000000,235.21,,29.0,0.378,,,
2024-05-10,15:00:00,2681,10902000000,275.31,2194.58,,0.377,9296000000,-10401000000,12396000000
2024-08-06,15:00:00,2681,3547000000,89.34,,34.0,0.378,,,
2024-11-07,15:30:00,2681,2825000000,71.15,,34.0,0.358,4796000000,-5803000000,14787000000
2025-02-07,15:30:00,2681,6443000000,162.26,,34.0,0.358,,,
2025-05-09,15:30:00,2681,4537000000,114.27,2272.11,,0.357,8012000000,-12494000000,10778000000
2025-08-06,15:30:00,2681,2438000000,61.39,,34.0,0.342,,,
2025-11-07,16:00:00,2681,3227000000,81.22,,34.0,0.339,2645000000,-9153000000,16042000000
2026-02-05,15:30:00,2681,7527000000,189.35,,34.0,0.323,,,
