DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-05-14,15:30:00,1379,4038000000,128.83,1720.37,,0.54,10471000000,-4332000000,-4801000000
2021-08-12,15:00:00,1379,-504000000,-16.04,,60.0,0.516,,,
2021-11-12,15:00:00,1379,-612000000,-19.45,,60.0,0.494,,,
2022-02-10,15:00:00,1379,,,,,,,,
2022-02-10,15:00:00,1379,1253000000,39.77,,60.0,0.501,,,
2022-05-13,15:30:00,1379,2530000000,80.26,1726.24,,0.519,5851000000,-11608000000,3012000000
2022-08-10,15:00:00,1379,-557000000,-17.65,,60.0,0.502,,,
2022-11-11,15:00:00,1379,-2208000000,-69.89,,60.0,0.486,,,
2022-11-11,15:00:00,1379,,,,,,,,
2023-02-10,15:00:00,1379,,,,,,,,
2023-02-10,15:00:00,1379,-1703000000,-53.9,,60.0,0.497,,,
2023-03-17,15:30:00,1379,,,,40.0,,,,
2023-05-12,16:00:00,1379,,,,,,,,
2023-05-12,16:00:00,1379,-2037000000,-64.43,1609.46,,0.486,4675000000,-4147000000,888000000
2023-08-10,15:00:00,1379,-332000000,-10.5,,,0.467,,,
2023-11-08,15:00:00,1379,,,,,,,,
2023-11-10,15:00:00,1379,-617000000,-19.49,,,0.477,,,
2024-02-09,15:00:00,1379,1473000000,46.49,,,0.501,,,
2024-03-08,15:00:00,1379,,,,50.0,,,,
2024-05-10,15:00:00,1379,3525000000,111.19,1728.17,,0.53,8375000000,1046000000,-8789000000
2024-08-09,15:00:00,1379,602000000,19.0,,,0.484,,,
2024-11-14,15:00:00,1379,,,,,,,,
2024-11-14,15:00:00,1379,-499000000,-15.74,,,0.487,,,
2024-12-13,15:00:00,1379,,,,,,,,
2025-02-14,15:00:00,1379,,,,50.0,,,,
2025-02-14,15:00:00,1379,2968000000,93.69,,50.0,0.501,,,
2025-05-14,15:00:00,1379,4441000000,140.63,1817.38,,0.528,12222000000,-9012000000,-1721000000
2025-05-14,15:00:00,1379,,,,,,,,
2025-08-08,15:00:00,1379,1358000000,43.43,,,0.527,,,
2025-11-14,15:00:00,1379,,,,52.0,,,,
2025-11-14,15:00:00,1379,1401000000,44.79,,52.0,0.516,,,
2026-02-13,15:00:00,1379,4829000000,154.34,,55.0,0.539,,,
2026-02-13,15:00:00,1379,,,,55.0,,,,
