DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-04-23,15:00:00,5423,5889000000,48.04,1093.64,,0.704,7585000000,-8952000000,-7220000000
2021-07-21,15:00:00,5423,3634000000,30.37,,16.0,0.668,,,
2021-07-21,15:00:00,5423,,,,,,,,
2021-10-22,15:00:00,5423,,,,25.0,,,,
2021-10-22,15:00:00,5423,10428000000,87.36,,25.0,0.648,,,
2022-01-21,15:00:00,5423,21066000000,177.12,,25.0,0.624,,,
2022-04-22,15:00:00,5423,31937000000,269.79,1366.98,,0.659,26915000000,-9678000000,-7483000000
2022-07-22,15:00:00,5423,,,,,,,,
2022-07-22,15:00:00,5423,6809000000,59.27,,30.0,0.636,,,
2022-10-21,15:00:00,5423,18662000000,163.22,,40.0,0.678,,,
2023-01-20,15:00:00,5423,29396000000,258.22,,40.0,0.656,,,
2023-04-21,15:00:00,5423,30848000000,272.44,1618.17,,0.662,39767000000,-11904000000,-11696000000
2023-07-21,15:00:00,5423,,,,,,,,
2023-07-21,15:00:00,5423,8845000000,79.85,,40.0,0.663,,,
2023-10-20,15:00:00,5423,15612000000,140.94,,50.0,0.669,,,
2024-01-19,15:00:00,5423,22151000000,200.33,,50.0,0.662,,,
2024-04-26,15:03:00,5423,27958000000,253.51,1867.2,,0.656,53376000000,-18202000000,-8140000000
2024-07-26,15:00:00,5423,6559000000,60.21,,50.0,0.67,,,
2024-10-25,15:00:00,5423,9831000000,90.62,,50.0,0.682,,,
2025-01-24,14:00:00,5423,16864000000,156.39,,50.0,0.68,,,
2025-04-25,14:00:00,5423,21203000000,197.96,2014.68,,0.717,19588000000,-21876000000,-13766000000
2025-07-18,14:00:00,5423,3728000000,36.18,,50.0,0.707,,,
2025-10-17,14:00:00,5423,4568000000,44.43,,50.0,0.726,,,
2026-01-23,14:00:00,5423,9399000000,91.5,,50.0,0.72,,,
