DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-05-14,15:01:00,7182,280130000000,74.72,3033.03,,0.05,9431212000000,-247977000000,-79141000000
2021-08-11,15:00:00,7182,120819000000,32.22,,40.0,0.05,,,
2021-11-12,15:00:00,7182,235320000000,62.77,,47.0,0.05,,,
2022-02-14,15:00:00,7182,287633000000,76.72,,47.0,0.049,,,
2022-05-13,15:01:00,7182,355070000000,94.71,2739.6,,0.044,7665328000000,-1585517000000,-181657000000
2022-08-10,15:00:00,7182,88808000000,23.69,,50.0,0.042,,,
2022-11-11,15:00:00,7182,158645000000,42.32,,50.0,0.041,,,
2023-02-14,15:00:00,7182,247478000000,66.02,,50.0,0.04,,,
2023-05-15,15:00:00,7182,325070000000,86.84,2621.17,,0.041,-4495827000000,6337474000000,-286036000000
2023-08-10,15:00:00,7182,86817000000,23.95,,50.0,0.041,,,
2023-11-13,15:00:00,7182,182187000000,50.32,,50.0,0.039,,,
2024-02-14,15:00:00,7182,263330000000,72.76,,50.0,0.041,,,
2024-05-15,15:00:00,7182,356133000000,98.43,2673.23,,0.041,81041000000,-10278226000000,-236642000000
2024-08-09,15:00:00,7182,96233000000,26.61,,52.0,0.038,,,
2024-11-14,15:30:00,7182,222832000000,61.61,,56.0,0.039,,,
2025-02-14,15:30:00,7182,308348000000,85.26,,56.0,0.038,,,
2025-02-27,16:00:00,7182,308348000000,85.26,,56.0,0.038,,,
2025-05-15,15:31:00,7182,414324000000,114.6,2511.18,,0.038,4597293000000,2525403000000,-208086000000
2025-08-08,15:30:00,7182,104862000000,29.29,,66.0,0.038,,,
2025-11-14,15:30:00,7182,240396000000,67.21,,66.0,0.039,,,
2026-02-13,15:30:00,7182,377673000000,105.61,,70.0,0.041,,,
