DisclosedDate,DisclosedTime,LocalCode,Profit,EarningsPerShare,BookValuePerShare,ForecastDividendPerShareAnnual,EquityRatio,CashFlowOperating,CashFlowInvesting,CashFlowFinancing
2021-02-15,15:25:00,2160,1088000000,25.05,254.72,,0.478,1298000000,606000000,843000000
2021-03-09,15:15:00,2160,1258000000,28.96,252.8,,0.474,1298000000,606000000,843000000
2021-03-31,16:05:00,2160,1258000000,28.96,252.8,,0.474,1377000000,570000000,801000000
2021-05-17,15:00:00,2160,432000000,9.5,348.14,0.0,0.589,1507840000,-71785000,1093492000
2021-08-11,17:50:00,2160,,,,,,,,
2021-08-13,15:00:00,2160,941000000,20.3,377.99,0.0,0.619,1100855000,-1006877000,2906178000
2021-11-15,15:00:00,2160,1294000000,27.69,389.83,0.0,0.621,755120000,-884057000,3176682000
2022-02-14,16:00:00,2160,1066000000,22.72,397.38,,0.623,552000000,-260000000,2853000000
2022-05-16,16:00:00,2160,351000000,7.4,428.17,0.0,0.624,425628000,-298202000,-331129000
2022-08-15,16:00:00,2160,676000000,14.25,464.39,0.0,0.625,389264000,-1496808000,-267292000
2022-11-14,16:00:00,2160,1076000000,22.67,482.41,0.0,0.628,-162928000,-2909505000,-299280000
2023-02-15,16:13:00,2160,456000000,9.61,443.03,,0.62,393000000,-4116000000,-646000000
2023-03-07,16:00:00,2160,388000000,8.19,441.59,,0.618,393000000,-4116000000,-646000000
2023-05-15,15:04:00,2160,-2000000,-0.06,446.56,0.0,0.622,709959000,-1239778000,-51798000
2023-08-03,13:30:00,2160,,,,,,,,
2023-08-14,16:00:00,2160,1658000000,34.93,483.85,0.0,0.51,872378000,-2585288000,3942881000
2023-11-06,10:20:00,2160,,,,,,,,
2023-11-14,16:00:00,2160,2213000000,46.61,509.84,0.0,0.5,4442988000,-3697727000,4981492000
2023-12-06,14:02:00,2160,,,,,,,,
2024-02-14,16:20:00,2160,8094000000,169.5,678.01,,0.542,6549000000,-6842000000,10686000000
2024-05-15,16:00:00,2160,1454000000,29.17,693.41,0.0,0.527,-350252000,-1801086000,-87618000
2024-08-14,16:00:00,2160,330000000,6.61,735.86,0.0,0.534,-1467673000,-5522132000,-185598000
2024-11-14,16:00:00,2160,1305000000,26.12,661.06,0.0,0.527,-2057412000,-6436247000,603562000
2025-02-14,16:00:00,2160,977000000,19.55,725.87,,0.52,-3164000000,-10361000000,694000000
2025-03-05,18:00:00,2160,1098000000,21.96,726.67,,0.507,-3164000000,-10361000000,694000000
2025-05-15,16:00:00,2160,-530000000,-10.57,679.05,0.0,0.501,-287784000,1151496000,-619944000
2025-08-14,16:00:00,2160,-915000000,-18.19,697.7,0.0,0.521,-931711000,632116000,1409490000
2025-11-14,16:00:00,2160,-495000000,-9.65,900.26,0.0,0.606,-707000000,293000000,13392000000
2026-01-23,18:00:00,2160,,,,,,,,
2026-02-13,16:00:00,2160,-4411000000,-84.09,900.92,,0.599,-2408000000,-536000000,13738000000
